14-01-2026	PUR_0082		Kismayo Hypermarket	210.00	0.00	210.00	0.00	Paid	Abisamad noor
14-01-2026	PUR_0081		Ali Saleban (Alhamdu) Safina Tea Leaves	50.00	0.00	50.00	0.00	Paid	Abisamad noor
14-01-2026	PUR_0080		Ilhan veggies	49.90	0.00	49.90	0.00	Paid	Abisamad noor
13-01-2026	PUR_0079		Abdi Osman Barre (Camel Milk)	48.00	0.00	48.00	0.00	Paid	Abisamad noor
14-01-2026	PUR_0078		Abdi Osman Barre (Camel Milk)	38.00	0.00	38.00	0.00	Paid	Abisamad noor
10-01-2026	PUR_0077		Farah Abdullahi (Fish)	40.00	0.00	40.00	0.00	Paid	Abisamad noor
11-01-2026	PUR_0076		Farah Abdullahi (Fish)	98.00	0.00	98.00	0.00	Paid	Admin
13-01-2026	PUR_0075		Farah Abdullahi (Fish)	210.00	0.00	210.00	0.00	Paid	Abisamad noor
13-01-2026	PUR_0074		Muse (goat meat)	136.00	0.00	136.00	0.00	Paid	Abisamad noor
13-01-2026	PUR_0073		Ilhan veggies	57.00	0.00	57.00	0.00	Paid	Abisamad noor
13-01-2026	PUR_0072		Farah Abdullahi (Fish)	205.00	0.00	0.00	205.00	Cancelled	Abisamad noor
13-01-2026	PUR_0071		Mursal (camel meat)	48.00	0.00	48.00	0.00	Paid	Abisamad noor
13-01-2026	PUR_0070		Ilhan veggies	123.66	0.00	123.66	0.00	Paid	Abisamad noor
12-01-2026	PUR_0069		Duco supplier	90.50	0.00	90.50	0.00	Paid	Abisamad noor
12-01-2026	PUR_0068		Ilhan veggies	15.67	0.00	15.67	0.00	Paid	Abisamad noor
12-01-2026	PUR_0067		Kismayo Hypermarket	16.00	0.00	16.00	0.00	Paid	Abisamad noor
12-01-2026	PUR_0066		Kismayo Hypermarket	70.00	0.00	70.00	0.00	Paid	Abisamad noor
12-01-2026	PUR_0065		Ilhan veggies	220.00	0.00	220.00	0.00	Paid	Abisamad noor
12-01-2026	PUR_0064		Adan Mohamed Osman (Vegetable)	24.08	0.00	24.08	0.00	Paid	Abisamad noor
