0208	Dawa Tea		Tea	tea	0	0%	No	Active
0207	Baris Saldato Isbishal Kaluun		NASHAAD SOMALI LUNCH	plates	0	0%	Yes	Active
0206	FISH GRILLED		NASHAAD SOMALI LUNCH	plates	0	0%	Yes	Active
0204	MALAWAX		BREAKFAST NASHAAD	pcs	0	0%	Yes	Active
0203	ANJERO FULL		BREAKFAST NASHAAD	plates	0	0%	Yes	Active
0202	Feeto Qare		Somali	tea	0	0%	No	Active
0201	Biryani Rice		Fish	plates	0	0%	Yes	Active
0200	ugali special		Somali	plates	0	0%	Yes	Active
0199	caad hilib		Somali	plates	0	0%	Yes	Active
0198	ugali		Somali	plates	0	0%	Yes	Active
0197	Chicken Leg (Lug Dooro)		Chicken	pcs	0	0%	Yes	Active
0196	Malawax Isbishal Kaluun		Breakfast	plates	0	0%	Yes	Active
0195	Suqaar		Somali	plates	0	0%	Yes	Active
0194	Shawarma Fish		Fish	pcs	0	0%	Yes	Active
0193	Chips Masala		Fries	plates	0	0%	Yes	Active
0192	Shawarma Chicken		Chicken	pcs	0	0%	Yes	Active
0191	Chapati Saldato		Breakfast	plates	0	0%	Yes	Active
0189	Malawah (Malawax)		Extras	pcs	0	0%	Yes	Active
0187	SPECIAL RICE ARI		Somali	plates	0	0%	Yes	Active
0186	MOOS		Somali	pcs	0	0%	Yes	Active
0185	Basto Special Hilib		Somali	plates	0	0%	Yes	Active
0184	LAXMANDI		Somali	pcs	70000	0%	Yes	Active
0183	Bris Special Hilib		NASHAAD SOMALI LUNCH	plates	0	0%	Yes	Active
0182	Baris Plain		NASHAAD SOMALI LUNCH	pcs	0	0%	Yes	Active
0181	FIATA KHARO		Juices	plates	0	0%	No	Active
0180	Baris Special Kaluun		NASHAAD SOMALI LUNCH	plates	0	0%	Yes	Active
0179	Shukshuko		Breakfast	plates	0	0%	Yes	Active
0178	CANO MOSS		Juices	cup	0	0%	No	Active
0177	LARGE PIZZA-CHICKEN		Pizza	plates	0	0%	Yes	Active
0176	B LUE BERRY		Mojitos	cup	0	0%	No	Active
0175	MEDIUM PIZZA-CHICKEN		Pizza	plates	0	0%	Yes	Active
0174	STRAW BERRY		Juices	cup	0	0%	No	Active
0173	CHIPS		Fries	plates	0	0%	Yes	Active
0172	ORANGE		Juices	cup	90000707	0%	No	Active
0171	SMALL PIZZA-CHICKEN		Pizza	plates	0	0%	Yes	Active
0169	MILK SHEK		Juices	juices	0	0%	No	Active
0168	LIPTON TEA		Tea	cup	0	0%	No	Active
0167	FRUIT SALAD		Fruit Based(salads)	plates	0	0%	No	Active
