0309	PawPaw Fruit	Ingredient	pcs	144	0	0.86	2.00	2.00	2.00	0%	-
0308	Watermelon Fruit	Ingredient	pcs	499234.6	50000	2.00	0.00	0.00	0.00	0%	-
0307	Mangoes	Ingredient	pcs	1327	0	0.30	0.00	0.00	0.00	0%	-
0306	Cinamon	Ingredient	kg	0	0	0.00	0.00	0.00	0.00	0%	-
0305	Cardamon	Ingredient	kg	-20.3	0	0.00	0.00	0.00	0.00	0%	-
0304	Spagheti	Ingredient	pcs	0	0	0.00	0.00	0.00	0.00	0%	-
0290	Tea leaves	Ingredient	gram	0	0	0.00	0.00	0.00	0.00	0%	2000-01-01
0280	Fish	Ingredient	kg	1504.3	0	3.74	0.00	0.00	0.00	0%	-
0241	Sugar(sonkor)	Ingredient	gram	-117433	0	55.00	0.00	0.00	0.00	0%	-
0240	Caano Geel	Ingredient	L	608.55	100000000001	0.50	0.50	1.00	1.00	0%	-
0228	eggs	Ingredient	pcs	33	0	4.50	0.75	0.75	0.75	0%	-
0481	Cocktail	Juices	pcs	9996	1000	1.00	2.00	2.00	2.00	0%	-
0465	Sprite soda	Juices	unit	14995	300	0.50	1.25	1.25	1.25	0%	-
0448	Garaafe Liin Macaan	Juices	pcs	139	0	0.00	9.00	9.00	9.00	0%	-
0447	Garaafe Qare	Juices	pcs	143	0	0.00	6.00	6.00	6.00	0%	-
0404	watmelon juice	Juices	L	0	0	0.00	0.00	0.00	0.00	0%	-
0298	Fanta (Yar)	Juices	pcs	41	0	0.00	1.00	1.00	1.00	0%	-
0292	Tufaax (Juice)	Juices	pcs	3933	0	0.00	2.00	2.00	2.00	0%	2000-01-01
0284	Mushakal	Juices	pcs	14628	580807	1.00	1.50	1.50	1.50	0%	-
0283	Isbarmuuto	Juices	pcs	841	0	0.00	1.50	1.50	1.50	0%	2000-01-01
0282	Saytuun	Juices	pcs	140	0	0.00	1.50	1.50	1.50	0%	2000-01-01
